Id,MSSubClass,LotFrontage,LotArea,HouseStyle,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,Neighborhood
721,120,NA,6563,1Story,8,5,1985,0,Gd,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,1985,2,564,114,28,234,0,0,0,0,12,2006,275000,StoneBr
722,120,NA,4426,1Story,6,5,2004,169,Gd,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,0,2004,2,420,160,0,0,0,0,0,0,5,2010,143000,CollgCr
723,20,70,8120,1Story,4,7,1970,0,TA,191,0,673,864,864,0,0,864,0,0,1,0,3,1,5,0,1994,2,463,0,0,0,0,0,0,0,7,2009,124500,NAmes
724,50,60,8172,1.5Fin,4,6,1954,0,TA,0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,1958,1,548,0,0,0,0,156,0,0,5,2008,135000,Edwards
725,20,86,13286,1Story,9,5,2007,340,Ex,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,2007,3,768,327,64,0,0,0,0,0,2,2009,320000,Edwards
726,20,60,6960,1Story,4,6,1970,0,TA,375,239,250,864,864,0,0,864,0,0,1,0,3,1,5,0,1989,2,660,96,0,0,0,0,0,500,11,2009,120500,NAmes
727,20,NA,21695,1Story,6,9,1988,260,Gd,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,1988,2,540,292,44,0,182,0,0,0,12,2009,222000,Crawfor
728,20,64,7314,1Story,7,5,2007,82,Gd,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2007,2,632,132,0,0,0,0,0,0,2,2009,194500,CollgCr
729,90,85,11475,1Story,5,5,1958,95,TA,0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,2,9,0,1968,3,888,0,25,0,0,0,0,0,7,2009,110000,NAmes
730,30,52,6240,1.5Fin,4,5,1925,0,TA,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,1962,2,539,0,23,112,0,0,0,0,1,2009,103000,IDOTRR
731,120,39,5389,1Story,8,5,1995,0,Gd,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,1995,2,608,237,152,0,0,0,0,0,3,2010,236500,StoneBr
732,80,73,9590,SLvl,7,5,2003,442,Gd,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2003,2,438,160,22,0,0,0,0,0,5,2007,187500,Timber
733,60,75,11404,2Story,7,5,1998,202,Gd,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,1998,2,541,192,84,0,0,0,0,0,7,2008,222500,CollgCr
734,20,80,10000,1Story,5,6,1961,0,TA,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1961,1,264,165,0,0,0,0,0,400,3,2009,131400,Sawyer
735,20,NA,8978,1Story,5,5,1968,0,TA,0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,1968,1,300,147,0,0,0,0,0,0,5,2007,108000,Sawyer
736,75,60,10800,2.5Unf,7,7,1914,0,TA,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,1914,2,320,0,341,0,0,0,0,0,10,2006,163000,OldTown
737,90,60,8544,1Story,3,4,1950,0,TA,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949,2,400,0,0,0,0,0,0,0,7,2006,93500,NAmes
738,60,72,10463,2Story,8,5,2005,0,Gd,0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,2005,3,800,0,116,0,0,0,0,0,6,2006,239900,Gilbert
739,90,60,10800,1Story,5,5,1987,0,TA,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,NA,0,0,120,0,0,0,0,0,0,3,2009,179000,Edwards
740,60,65,9313,2Story,7,5,2004,0,Gd,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2004,2,572,187,56,0,0,0,0,0,4,2009,190000,CollgCr
741,70,60,9600,2Story,5,7,1910,0,TA,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,1910,2,360,270,0,112,0,0,0,0,5,2007,132000,OldTown
742,20,65,6768,1Story,6,8,1961,0,TA,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,1962,1,288,168,0,0,0,0,0,0,5,2008,142000,Sawyer
743,20,65,8450,1Story,7,5,2000,108,TA,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2000,2,539,120,55,0,0,0,0,0,12,2007,179000,SawyerW
744,80,70,12886,SLvl,5,6,1963,0,TA,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,1997,2,480,302,0,0,0,100,0,0,10,2009,175000,Sawyer
745,120,41,5395,1Story,8,5,1993,0,Gd,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,1993,2,462,96,0,70,168,0,0,0,10,2008,180000,StoneBr
746,60,NA,8963,2Story,8,9,1976,289,Ex,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,1994,2,831,0,204,0,0,0,0,0,7,2008,299800,NWAmes
747,60,NA,8795,2Story,7,5,2000,0,Gd,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2000,2,554,224,54,0,0,0,0,0,4,2009,236000,Gilbert
748,70,65,11700,2Story,7,7,1880,0,Gd,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,1950,4,864,181,0,386,0,0,0,0,5,2009,265979,OldTown
749,20,59,10593,1Story,7,5,1996,338,Gd,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,1996,2,527,240,56,154,0,0,0,0,3,2010,260400,NoRidge
750,50,50,8405,1.5Fin,4,3,1945,0,TA,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1945,1,240,92,0,185,0,0,0,0,4,2009,98000,Edwards
751,50,55,8800,1.5Fin,4,7,1910,0,TA,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,NA,0,0,0,160,0,0,0,0,0,6,2010,96500,OldTown
752,60,NA,7750,2Story,7,5,2003,0,Gd,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2003,2,400,0,48,0,0,0,0,0,8,2007,162000,Gilbert
753,20,79,9236,1Story,6,5,1997,0,TA,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,1997,2,576,168,27,0,0,0,0,0,7,2006,217000,CollgCr
754,60,80,10240,2Story,8,5,2005,178,Gd,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,2005,3,878,192,52,0,0,0,0,0,3,2006,275500,NridgHt
755,20,61,7930,1Story,6,8,1969,0,TA,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,1969,2,440,171,48,0,0,0,0,0,7,2009,156000,NAmes
756,160,34,3230,2Story,6,5,1999,894,TA,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,1999,2,440,0,24,0,0,0,0,0,3,2009,172500,Somerst
757,60,68,10769,2Story,8,5,2007,0,Gd,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2007,2,578,144,105,0,0,0,0,0,4,2009,212000,CollgCr
758,60,NA,11616,2Story,6,5,1978,328,TA,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,1978,2,440,335,0,0,0,0,0,0,4,2010,158900,Sawyer
759,160,24,2280,2Story,7,5,1999,360,TA,549,0,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,1999,2,440,0,0,0,0,0,0,0,8,2008,179400,Somerst
760,60,65,12257,2Story,8,5,1995,513,Gd,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,1995,3,752,222,98,0,0,0,0,0,11,2007,290000,NoRidge
761,20,70,9100,1Story,6,6,1959,0,TA,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,2008,1,300,0,0,0,0,0,0,450,10,2009,127500,NAmes
762,30,60,6911,1Story,5,5,1924,0,TA,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,1965,2,440,0,0,0,0,0,0,0,10,2009,100000,BrkSide
763,60,72,8640,2Story,7,5,2009,0,TA,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2009,2,614,169,45,0,0,0,0,0,6,2010,215200,Somerst
764,60,82,9430,2Story,8,5,1999,673,Gd,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,1999,3,856,0,128,0,0,180,0,0,7,2009,337000,NoRidge
765,120,30,9549,1Story,8,5,1995,0,Gd,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,1995,2,481,0,30,0,0,216,0,0,4,2006,270000,Veenker
766,20,75,14587,1Story,9,5,2008,284,Gd,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2008,2,592,0,174,0,0,0,0,0,8,2008,264132,Somerst
767,60,80,10421,2Story,7,5,1988,42,TA,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,1988,2,496,228,66,156,0,0,0,500,3,2010,196500,NWAmes
768,50,75,12508,1.5Fin,6,7,1940,0,TA,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1989,1,423,245,0,156,0,0,0,1300,7,2008,160000,Mitchel
769,20,70,9100,1Story,7,5,2004,0,Gd,24,0,1836,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,2004,2,484,120,33,0,0,0,0,0,10,2006,216837,CollgCr
770,60,47,53504,2Story,8,5,2003,603,Ex,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,2003,3,841,503,36,0,0,210,0,0,6,2010,538000,StoneBr
771,85,NA,7252,SFoyer,5,5,1982,0,TA,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,1983,2,576,120,0,0,0,0,0,0,4,2009,134900,Sawyer
772,20,67,8877,1Story,4,5,1951,0,TA,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,1951,2,396,0,0,0,0,0,0,0,4,2006,102000,Edwards
773,80,94,7819,SLvl,6,5,1976,0,TA,422,127,480,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,1976,2,672,144,0,0,0,0,0,0,3,2010,107000,Edwards
774,20,70,10150,1Story,5,5,1958,1,TA,456,0,456,912,912,0,0,912,0,0,1,0,2,1,5,0,1958,1,275,0,0,0,0,0,0,0,7,2007,114500,NAmes
775,20,110,14226,1Story,8,5,2006,375,Gd,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,2006,3,895,315,45,0,0,0,0,0,7,2007,395000,NridgHt
776,120,32,4500,1Story,6,5,1998,320,TA,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,1998,2,412,0,247,0,0,0,0,0,6,2009,162000,Mitchel
777,20,86,11210,1Story,7,5,2005,240,Gd,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,2005,3,865,144,59,0,0,0,0,0,7,2006,221500,CollgCr
778,20,100,13350,1Story,5,5,1974,0,TA,762,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,1974,2,440,241,0,0,0,0,0,0,6,2006,142500,Sawyer
779,90,60,8400,1Story,5,5,1977,320,TA,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,1977,2,630,0,0,0,0,0,0,0,10,2007,144000,SawyerW
780,90,78,10530,SFoyer,6,5,1977,90,TA,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,1977,2,504,0,0,0,0,0,0,0,5,2006,135000,Mitchel
781,20,63,7875,1Story,7,5,1995,38,TA,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,1995,2,402,220,21,0,0,0,0,0,6,2007,176000,Gilbert
782,60,65,7153,2Story,6,5,1992,0,Gd,387,0,374,761,810,793,0,1603,0,0,2,1,3,1,7,0,1992,2,484,0,124,0,0,0,0,0,7,2006,175900,SawyerW
783,20,67,16285,1Story,7,5,2001,0,Gd,0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2001,2,605,0,33,0,0,0,0,0,6,2009,187100,CollgCr
784,85,NA,9101,SFoyer,5,6,1978,104,TA,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,1978,2,602,303,30,0,0,0,0,0,7,2009,165500,Mitchel
785,75,35,6300,2.5Unf,6,6,1914,0,TA,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,NA,0,0,0,291,134,0,0,0,0,6,2008,128000,OldTown
786,20,NA,9790,1Story,6,5,1967,0,TA,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,1967,2,457,0,0,0,0,197,0,0,9,2009,161500,NWAmes
787,50,60,10800,1.5Fin,5,6,1915,0,TA,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1961,1,416,0,0,196,0,0,0,1200,6,2010,139000,OldTown
788,60,76,10142,2Story,7,5,2004,0,Gd,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2004,2,618,0,45,0,0,0,0,0,1,2010,233000,SawyerW
789,20,50,6000,1Story,4,7,1954,0,TA,0,0,901,901,901,0,0,901,0,0,1,0,2,1,4,0,1954,1,281,0,0,0,0,0,0,0,8,2008,107900,OldTown
790,60,NA,12205,2Story,6,8,1966,157,TA,568,0,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,1966,2,444,133,168,0,0,0,0,0,7,2007,187500,ClearCr
791,120,43,3182,1Story,7,5,2005,11,Gd,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2005,2,397,100,16,0,0,0,0,0,9,2009,160200,Blmngtn
792,80,NA,11333,SLvl,6,5,1976,0,TA,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,1976,2,539,120,0,0,0,0,0,0,5,2007,146800,Mitchel
793,60,92,9920,2Story,7,5,1996,0,Gd,862,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,1997,2,455,180,130,0,0,0,0,0,6,2007,269790,NoRidge
794,20,76,9158,1Story,8,5,2007,140,Gd,0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2007,2,474,168,130,0,0,0,0,0,6,2007,225000,Somerst
795,60,NA,10832,2Story,7,5,1994,0,Gd,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,1994,2,409,143,46,0,0,0,0,500,10,2008,194500,Gilbert
796,60,70,8400,2Story,6,6,1980,130,TA,0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,1980,2,476,0,50,0,0,204,0,0,4,2010,171000,SawyerW
797,20,71,8197,1Story,6,5,1977,148,TA,0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,1977,2,528,138,0,0,0,0,0,0,4,2007,143500,Sawyer
798,20,57,7677,1Story,5,5,1953,0,TA,570,0,203,773,773,0,0,773,0,0,1,0,2,1,4,0,1953,1,240,0,0,0,0,0,0,0,4,2008,110000,NAmes
799,60,104,13518,2Story,9,5,2008,860,Ex,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,2009,3,820,144,78,0,0,0,0,0,7,2009,485000,NridgHt
800,50,60,7200,1.5Fin,5,7,1937,252,TA,569,0,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,1939,1,240,0,0,264,0,0,0,0,6,2007,175000,SWISU
801,60,79,12798,2Story,6,5,1997,0,TA,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,1997,2,603,403,114,185,0,0,0,400,5,2008,200000,ClearCr
802,30,40,4800,1Story,4,7,1916,0,TA,197,0,999,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,1957,2,440,0,0,0,0,0,0,0,7,2007,109900,IDOTRR
803,60,63,8199,2Story,7,5,2005,0,Gd,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,2005,2,410,36,18,0,0,0,0,0,10,2008,189000,CollgCr
804,60,107,13891,2Story,9,5,2008,424,Ex,0,0,1734,1734,1734,1088,0,2822,0,0,3,1,4,1,12,1,2009,3,1020,52,170,0,0,192,0,0,1,2009,582933,NridgHt
805,20,75,9000,1Story,5,5,1954,0,TA,812,0,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,1954,1,286,0,0,0,0,0,0,0,6,2006,118000,NAmes
806,20,91,12274,1Story,7,5,2008,256,Gd,0,0,1417,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,2008,2,554,0,60,0,0,0,0,0,7,2008,227680,Somerst
807,80,75,9750,SLvl,5,5,1967,0,TA,400,480,100,980,980,0,0,980,0,0,2,0,3,1,6,0,1967,1,384,68,0,0,0,0,0,0,10,2006,135500,NAmes
808,70,144,21384,2Story,5,6,1923,0,TA,1309,0,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,1923,2,528,0,312,0,0,0,0,0,5,2009,223500,BrkSide
809,80,85,13400,SLvl,5,5,1966,1047,TA,516,128,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,1966,2,484,0,0,0,0,0,0,0,6,2006,159950,NAmes
810,75,90,8100,2.5Unf,5,5,1898,0,TA,0,0,849,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,1910,2,360,40,156,0,0,0,0,0,11,2009,106000,OldTown
811,20,78,10140,1Story,6,6,1974,99,TA,663,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,1974,2,484,265,0,0,0,0,648,0,1,2006,181000,NWAmes
812,120,NA,4438,1Story,6,5,2004,169,Gd,662,0,186,848,848,0,0,848,1,0,1,0,1,1,4,1,2004,2,420,140,0,0,0,0,0,0,6,2008,144500,CollgCr
813,20,66,8712,1Story,5,5,1952,0,Fa,0,0,540,540,1044,0,0,1044,0,0,1,0,2,1,4,0,1952,2,504,0,0,0,0,0,0,54,6,2010,55993,IDOTRR
814,20,75,9750,1Story,6,6,1958,243,TA,608,0,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,1958,1,301,0,0,275,0,0,0,500,4,2007,157900,NAmes
815,50,45,8248,1.5Fin,5,7,1918,0,TA,0,0,686,686,686,564,0,1250,0,1,1,1,3,1,7,0,1955,1,280,207,0,96,0,0,0,0,7,2006,116000,Edwards
816,20,48,12137,1Story,7,5,1998,442,TA,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,1998,2,598,0,34,0,0,0,0,0,5,2010,224900,CollgCr
817,20,NA,11425,1Story,5,6,1954,0,TA,486,0,522,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,1954,1,275,0,0,120,0,0,0,0,7,2006,137000,NAmes
818,20,NA,13265,1Story,8,5,2002,148,Gd,1218,0,350,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,2002,3,857,150,59,0,0,0,0,0,7,2008,271000,Mitchel
819,80,80,8816,SLvl,6,7,1971,80,TA,504,0,506,1010,1052,0,0,1052,1,0,1,0,3,1,6,0,1971,2,440,0,0,0,0,0,0,0,6,2010,155000,ClearCr
820,120,44,6371,1Story,7,5,2009,128,Gd,733,0,625,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2010,2,484,192,35,0,0,0,0,0,6,2010,224000,NridgHt
821,60,72,7226,2Story,7,5,2003,0,Gd,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2003,2,595,0,45,0,0,0,0,0,6,2008,183000,CollgCr
822,20,60,6000,1Story,4,4,1953,0,Fa,0,0,936,936,936,0,0,936,0,0,1,0,2,1,4,0,1974,2,576,0,32,112,0,0,0,0,2,2009,93000,OldTown
823,60,NA,12394,2Story,7,5,2003,0,Gd,0,0,847,847,847,886,0,1733,0,0,2,1,3,1,7,1,2003,2,433,100,48,0,0,0,0,0,10,2007,225000,Gilbert
824,50,60,9900,1.5Fin,6,7,1940,0,TA,0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,1940,1,240,335,0,0,0,0,0,0,7,2009,139500,SWISU
825,20,81,11216,1Story,8,5,2006,0,Gd,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,2006,2,776,0,140,0,0,0,0,0,6,2006,232600,Somerst
826,20,114,14803,1Story,10,5,2007,816,Ex,1636,0,442,2078,2084,0,0,2084,1,0,2,0,2,1,7,1,2007,3,1220,188,45,0,0,0,0,0,6,2008,385000,NridgHt
827,45,50,6130,1.5Unf,5,6,1924,0,TA,784,0,0,784,784,0,0,784,1,0,1,0,2,1,5,0,NA,0,0,0,0,116,0,0,0,0,5,2008,109500,BrkSide
828,20,65,8529,1Story,7,5,2001,0,Gd,20,0,1434,1454,1434,0,0,1434,0,0,2,0,3,1,6,1,2001,2,527,290,39,0,0,0,0,0,4,2009,189000,SawyerW
829,60,NA,28698,2Story,5,5,1967,0,TA,249,764,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,1967,2,538,486,0,0,0,225,0,0,6,2009,185000,ClearCr
830,160,24,2544,2Story,7,5,2005,0,Gd,0,0,600,600,520,623,80,1223,0,0,2,1,2,1,4,0,2005,2,480,0,166,0,0,0,0,0,7,2006,147400,Somerst
831,20,80,11900,1Story,6,5,1957,387,TA,1040,0,352,1392,1392,0,0,1392,1,0,1,1,3,1,6,2,1957,2,458,0,0,0,0,192,0,0,6,2008,166000,NAmes
832,160,30,3180,2Story,7,5,2005,0,TA,0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,2005,2,480,0,166,0,0,0,0,0,6,2006,151000,Somerst
833,60,44,9548,2Story,7,6,2003,223,Gd,483,0,458,941,941,888,0,1829,1,0,2,1,3,1,7,1,2003,2,613,192,39,0,0,0,0,0,1,2010,237000,CollgCr
834,20,100,10004,1Story,6,6,1964,180,TA,196,345,975,1516,1516,0,0,1516,0,0,1,1,3,1,6,0,1964,2,472,0,0,0,0,152,0,0,2,2009,167000,NAmes
835,20,75,7875,1Story,5,6,1961,136,TA,572,0,572,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1961,2,456,0,0,0,0,0,0,0,9,2008,139950,NAmes
836,20,60,9600,1Story,4,7,1950,0,TA,442,0,625,1067,1067,0,0,1067,0,0,2,0,2,1,4,0,1996,2,436,290,0,0,0,0,0,0,2,2010,128000,Sawyer
837,30,90,8100,1Story,5,6,1948,0,TA,338,0,1221,1559,1559,0,0,1559,1,0,1,0,2,1,5,0,1948,2,812,0,116,230,0,0,0,0,6,2007,153500,OldTown
838,160,21,1680,2Story,6,5,1973,158,TA,330,0,153,483,483,504,0,987,1,0,1,1,2,1,5,0,1973,1,264,0,0,0,0,0,0,0,11,2008,100000,BrDale
839,20,75,9525,1Story,5,6,1995,0,TA,0,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,1999,1,352,278,0,0,0,0,0,0,6,2008,144000,CollgCr
840,50,70,11767,1.5Fin,5,6,1946,0,TA,352,0,416,768,768,432,0,1200,0,0,1,0,3,1,6,0,1946,1,240,0,0,0,0,0,0,0,5,2008,130500,Edwards
841,70,NA,12155,2Story,6,8,1925,0,TA,156,0,516,672,810,672,0,1482,0,0,2,0,4,1,7,0,1934,1,400,0,0,254,0,0,0,0,3,2008,140000,SWISU
842,70,60,10440,2Story,5,8,1904,0,TA,0,0,650,650,958,581,0,1539,0,0,2,0,3,1,8,1,1983,2,686,70,78,68,0,0,0,0,6,2008,157500,OldTown
843,80,82,9020,SLvl,6,7,1966,183,TA,312,539,276,1127,1165,0,0,1165,1,0,1,1,3,1,6,0,1966,2,490,0,129,0,0,0,0,0,5,2008,174900,NAmes
844,90,80,8000,1Story,5,4,1961,0,TA,0,0,1800,1800,1800,0,0,1800,0,0,2,0,6,2,10,0,NA,0,0,0,0,0,0,0,0,0,7,2007,141000,NAmes
845,50,100,12665,1.5Fin,5,8,1915,0,TA,0,0,876,876,876,540,0,1416,0,0,1,1,4,1,7,1,1949,3,720,418,0,194,0,0,0,0,6,2008,153900,OldTown
846,85,NA,16647,SFoyer,5,5,1975,0,TA,1390,0,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,1975,2,611,0,0,0,0,0,0,0,1,2007,171000,Sawyer
847,60,75,9317,2Story,7,5,1993,137,Gd,513,0,227,740,1006,769,0,1775,1,0,2,1,3,1,7,1,1993,2,425,234,72,192,0,0,0,0,7,2009,213000,SawyerW
848,20,36,15523,1Story,5,6,1972,0,TA,460,0,404,864,864,0,0,864,1,0,1,0,3,1,5,1,1972,1,338,0,0,0,0,0,0,0,8,2009,133500,CollgCr
849,50,75,45600,1.5Fin,6,8,1908,0,TA,0,0,907,907,1307,1051,0,2358,0,0,3,0,5,1,10,1,1908,2,360,486,40,0,0,175,0,0,9,2008,240000,ClearCr
850,80,80,9600,SLvl,6,7,1976,360,Gd,0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,1976,2,512,113,100,0,0,0,0,0,8,2007,187000,Veenker
851,120,36,4435,1Story,6,5,2003,170,Gd,659,0,189,848,848,0,0,848,1,0,1,0,1,1,3,0,2003,2,420,140,0,0,0,0,0,0,11,2007,131500,CollgCr
852,120,NA,3196,1Story,8,5,2003,40,Gd,0,0,1273,1273,1456,0,0,1456,0,0,2,0,2,1,7,1,2003,2,400,143,20,0,0,0,0,0,5,2006,215000,Blmngtn
853,75,53,7128,2.5Unf,7,5,1941,0,TA,364,0,554,918,918,728,0,1646,0,0,2,0,4,1,7,2,1941,1,240,0,0,0,0,126,0,0,8,2007,164000,Crawfor
854,80,NA,12095,SLvl,6,6,1964,115,TA,564,0,563,1127,1445,0,0,1445,0,0,1,1,3,1,7,1,1964,2,645,180,0,0,0,0,0,0,8,2009,158000,NAmes
855,20,102,17920,1Story,5,4,1955,0,TA,306,1085,372,1763,1779,0,0,1779,1,0,1,1,3,1,6,1,1955,2,454,0,418,0,0,312,0,0,7,2006,170000,Sawyer
856,20,NA,6897,1Story,5,8,1962,0,TA,659,0,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,1962,1,260,0,104,0,0,0,0,0,4,2010,127000,Sawyer
857,80,NA,10970,SLvl,6,6,1978,0,TA,505,435,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,1981,2,576,0,0,34,0,0,0,0,10,2008,147000,CollgCr
858,60,65,8125,2Story,6,5,1994,0,TA,0,0,702,702,702,779,0,1481,0,0,2,1,3,1,6,1,1994,2,343,0,36,0,0,0,0,0,3,2009,174000,Gilbert
859,20,80,10400,1Story,7,5,1976,189,TA,0,0,1090,1090,1370,0,0,1370,0,0,2,0,3,1,6,1,1976,2,479,0,0,0,0,0,0,0,6,2009,152000,NWAmes
860,60,NA,11029,2Story,6,7,1968,220,TA,619,0,435,1054,1512,1142,0,2654,1,0,2,1,4,1,9,1,1968,2,619,0,65,0,0,222,0,0,8,2006,250000,NWAmes
861,50,55,7642,1.5Fin,7,8,1918,0,Gd,0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1925,1,216,0,240,0,0,0,0,0,6,2007,189950,Crawfor
862,190,75,11625,1Story,5,4,1965,0,TA,841,0,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,1965,2,504,0,0,0,0,0,0,0,4,2010,131500,Sawyer
863,20,81,9672,1Story,6,5,1984,0,TA,338,0,702,1040,1097,0,0,1097,0,0,2,0,3,1,6,0,1986,2,480,0,0,0,0,0,0,0,5,2010,152000,SawyerW
864,20,70,7931,1Story,5,5,1959,0,TA,1148,0,0,1148,1148,0,0,1148,1,0,1,0,3,1,6,0,1959,1,672,0,0,0,0,0,0,0,7,2009,132500,NAmes
